"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-3945.2012855,-3944.79,22.4172590555821,22.5651719999997,-3982.62,-3908.879,1.00046040004263,8086.17147806649,17487.1093595586
"2","strata_raw[1]",-0.6862533513025,-0.618878,0.359624629370264,0.3328829889,-1.374914,-0.2248555,1.0000493128527,19559.9540547481,16567.3092634579
"3","strata_raw[2]",0.6862578463875,0.6189405,0.359612886409592,0.3328540782,0.22482945,1.37556,1.00004524024877,19558.8049181468,16577.7256409852
"4","STRATA",1.41979306,1.42102,0.0777810206866102,0.0778365,1.2907795,1.54635,1.00012896459883,17035.2506280174,25898.5113597568
"5","eta",0.0282508710590995,0.028679,0.0881979661580912,0.08835347136,-0.1170575,0.1720614,1.00001677600393,36664.8352607169,31799.1895070965
"6","yeareffect_raw[1,1]",0.0902256582045607,0.09479765,0.847401389498182,0.83636112441,-1.3178855,1.486258,1.00012567726231,55091.2568684129,30346.673553096
"7","yeareffect_raw[2,1]",0.365307901342487,0.382684,0.91020676418992,0.8975193381,-1.152247,1.838774,1.00002067695214,52097.7070901938,30182.6037944531
"8","yeareffect_raw[1,2]",0.71607182243414,0.733335,0.862579325227477,0.8460434661,-0.73724745,2.097477,1.00016204570752,42587.4022894601,29002.2813333806
"9","yeareffect_raw[2,2]",0.0271418148112375,0.0284373,0.890758224472132,0.87700045062,-1.448302,1.4740295,0.999987993133404,55264.4066496765,29485.1550685458
"10","yeareffect_raw[1,3]",-0.244179770160525,-0.25431,0.834274508746613,0.820589448,-1.608916,1.133791,1.00008634075872,54360.8029946575,29255.4827360416
"11","yeareffect_raw[2,3]",0.429550758297055,0.448996,0.902347287463582,0.8984392914,-1.0888185,1.891457,1.00026361751903,49689.7075128974,29362.9859635847
"12","yeareffect_raw[1,4]",0.277637829531894,0.283843,0.843427388546465,0.8305873611,-1.120716,1.6547845,1.00006450613873,55611.184883931,29152.8801865001
"13","yeareffect_raw[2,4]",0.084214022644185,0.0864353,0.874675225686954,0.86288995338,-1.3583715,1.513676,1.00023035103834,58633.1947060319,29345.7635820677
"14","yeareffect_raw[1,5]",0.977121416170415,1.005025,0.867297519745112,0.8388943689,-0.5038743,2.345525,1.0002288490538,41896.0657957314,27717.1177270198
"15","yeareffect_raw[2,5]",-0.0178928787378962,-0.0192372,0.880272592213794,0.8675752659,-1.4686035,1.433646,1.00042457979578,58490.5625761828,29769.8546646776
"16","yeareffect_raw[1,6]",-0.008276898209805,-0.006646655,0.834291843273949,0.812560197897,-1.3794505,1.36526,1.00015635488029,57587.9681368143,28935.8816454292
"17","yeareffect_raw[2,6]",0.0055230462948975,0.00419514,0.87010691575576,0.869568829164,-1.4214815,1.4287245,1.00020783040879,60001.3388611427,31301.9944990968
"18","yeareffect_raw[1,7]",-0.590057527623392,-0.6082685,0.836273608795308,0.8122001559,-1.940062,0.8068836,1.00003041621676,50985.1098287453,27755.7869890769
"19","yeareffect_raw[2,7]",0.180350616176493,0.1853945,0.878715289906258,0.8650459503,-1.276429,1.6189635,1.00012621163107,57592.7440291701,28327.1473129082
"20","yeareffect_raw[1,8]",0.0591148605215735,0.0579754,0.829635361126533,0.816401103,-1.296711,1.4220315,1.00021242355641,55849.279481372,29869.039188177
"21","yeareffect_raw[2,8]",-0.324856978678645,-0.336713,0.884375804239545,0.8795368827,-1.7543385,1.154661,0.999997068337627,57769.4881628996,29208.1744550826
"22","yeareffect_raw[1,9]",-0.559879817661302,-0.5761,0.838781551169863,0.82297354293,-1.9071785,0.84217695,1.0002131689491,50889.7422870221,27903.7787377031
"23","yeareffect_raw[2,9]",0.352674313767663,0.360613,0.887845151342054,0.8764730898,-1.1068565,1.7996205,1.00004015961501,58446.2138355564,29063.4929603396
"24","yeareffect_raw[1,10]",-0.408844362388425,-0.420827,0.849751903260023,0.838121193,-1.7876575,1.0177915,0.999968509517263,54298.0181229329,28821.4879469384
"25","yeareffect_raw[2,10]",-0.792019676135323,-0.8189825,0.922640077991723,0.9156218841,-2.2585735,0.760861249999997,1.00009572353565,45947.1215284127,30341.9627909508
"26","yeareffect_raw[1,11]",0.303759665743284,0.3088175,0.809099954769481,0.7919611833,-1.033231,1.625581,1.0002496557756,56102.151484193,30737.3751585651
"27","yeareffect_raw[2,11]",0.348970077424084,0.3575495,0.875346877709945,0.8625440628,-1.098883,1.773893,1.00053690507068,54918.3144555517,28158.0126819761
"28","yeareffect_raw[1,12]",-0.253349558884955,-0.261722,0.841580102513497,0.8257155375,-1.6307885,1.1309265,1.00018836636913,57767.0226881365,28784.8656928407
"29","yeareffect_raw[2,12]",-0.791668589305567,-0.828552,0.924120030030427,0.9189325299,-2.2566895,0.781024399999999,1.00001494805773,44738.0370238251,30153.9468987827
"30","yeareffect_raw[1,13]",-0.431822923614012,-0.4483645,0.824561115352394,0.80377698639,-1.7583645,0.9418458,1.00007110686277,56902.4490145358,30846.7760379556
"31","yeareffect_raw[2,13]",-0.2192741953688,-0.2301795,0.884461294776045,0.8708807226,-1.663796,1.231583,1.00001240718821,60471.5280172948,30072.8339458959
"32","yeareffect_raw[1,14]",-0.290237814461516,-0.306724,0.851682631626904,0.8303857275,-1.670635,1.1416115,1.00004394283947,54883.4949132209,31344.7712674399
"33","yeareffect_raw[2,14]",-0.34102542692913,-0.3551035,0.867907114289353,0.8558590194,-1.7463715,1.115855,1.00002756424899,58479.7239434885,29292.693215794
"34","yeareffect_raw[1,15]",-0.872136395862038,-0.8953425,0.863518425863435,0.8336103825,-2.255595,0.605416949999999,1.0000255487865,44650.2830634944,26668.4087837878
"35","yeareffect_raw[2,15]",-0.291979339136362,-0.2993525,0.878743688618422,0.8645804139,-1.7268585,1.1732345,1.00008951611349,59396.1735346982,27676.250502921
"36","yeareffect_raw[1,16]",-0.38417738240428,-0.3933355,0.846333287220845,0.8253967785,-1.760833,1.0288005,1.00007923398766,53388.1656546992,29743.0748066238
"37","yeareffect_raw[2,16]",-0.26665602684545,-0.2773275,0.873229618823485,0.8660659791,-1.680991,1.1778785,1.00026642174085,57427.111352696,29177.8923168613
"38","yeareffect_raw[1,17]",0.144525488297985,0.1501165,0.832692398196762,0.8147984124,-1.2384055,1.4998565,1.00006761018425,58034.4795466982,28671.9991875593
"39","yeareffect_raw[2,17]",-0.11239731726632,-0.1180925,0.871979107783583,0.8610822192,-1.5411315,1.3282315,1.00003486445654,55294.1137166053,30315.8567900259
"40","yeareffect_raw[1,18]",-0.057947435622432,-0.06502435,0.834182510772547,0.828202599,-1.4151545,1.320675,1.00013261484755,56290.2742563262,30457.7255993889
"41","yeareffect_raw[2,18]",0.343338974023108,0.354614,0.87054405105716,0.8512533225,-1.0976825,1.761331,1.00012856213582,57381.7514356539,29671.6110468238
"42","yeareffect_raw[1,19]",0.4159909303501,0.428689,0.838708770501285,0.8241143295,-0.9876065,1.777893,1.00001091200845,53644.8471155832,28930.0156730845
"43","yeareffect_raw[2,19]",0.0655551370127358,0.06317995,0.885343315469424,0.87406542153,-1.4017755,1.5249495,1.00002527705158,60750.3701412873,29062.6476514615
"44","yeareffect_raw[1,20]",-0.179047468108988,-0.185601,0.868666354678704,0.8569687455,-1.5918415,1.2552485,1.00030782346817,59060.3396156278,30377.194509899
"45","yeareffect_raw[2,20]",0.597495710673053,0.614039,0.887873243206763,0.8749815942,-0.8879534,2.0249295,0.999986393107192,51069.6284729438,30831.1506581236
"46","yeareffect_raw[1,21]",0.00405969588793,0.0007908825,0.985646158705788,0.9863254212945,-1.6033485,1.628071,1.00010724073163,63629.8795755315,29550.8460759557
"47","yeareffect_raw[2,21]",-0.002357096886255,-0.007793955,0.972771933063019,0.9767057454,-1.5879475,1.5922275,1.00036248123917,62183.5213765372,29085.3773747341
"48","yeareffect_raw[1,22]",0.871831761598585,0.891978,0.881229661186586,0.8610080892,-0.60620295,2.2800065,1.0001702637325,44662.7772705322,27428.883092096
"49","yeareffect_raw[2,22]",-0.073590905157428,-0.07421435,0.881543007288831,0.8748874491,-1.523891,1.379421,1.00000062370137,57339.1159819633,29868.8748635932
"50","yeareffect_raw[1,23]",0.0997230484618883,0.0971959,0.855544803540093,0.85156970934,-1.2972425,1.508364,1.00033319057883,54047.0200897787,31800.4098818461
"51","yeareffect_raw[2,23]",0.446483870938353,0.4628665,0.884103752014727,0.8718837015,-1.020701,1.876871,1.00021863854639,51990.8292836693,31124.7096320876
"52","yeareffect_raw[1,24]",0.319941677474272,0.32877,0.869491607739182,0.8515201905,-1.1309205,1.7364825,1.00008229472063,49606.2072282106,30378.1136413162
"53","yeareffect_raw[2,24]",-0.0129150768049967,-0.0130292,0.899180332906935,0.88658709048,-1.4938695,1.471083,1.00022385781973,59545.9486185053,30424.7965847072
"54","obs_raw[1]",-1.00141521983743,-0.997333,0.820308845680283,0.8172676827,-2.358806,0.329555649999998,1.00001881631141,52186.7945193425,29508.3404005096
"55","obs_raw[2]",-0.779741756879416,-0.764242,0.821951825661039,0.8156864898,-2.1572115,0.540201949999999,1.00002841403904,53137.8599131385,31552.9351520837
"56","obs_raw[3]",-1.13299453846253,-1.11602,0.769614837558152,0.762212073,-2.4308,0.103125899999999,1.00001640482895,53207.6073957368,30852.9307037413
"57","obs_raw[4]",1.46065287575638,1.460745,0.528662799205432,0.525307419,0.59054725,2.338345,1.00023552808363,23690.3384933781,26939.9727527699
"58","obs_raw[5]",-0.775488389351553,-0.762787,0.834575011285261,0.8288816298,-2.16695,0.570967299999999,0.999974446117751,58574.8359946411,29078.0869032207
"59","obs_raw[6]",0.070387046297015,0.0654303,0.752907008830573,0.7444697988,-1.1547725,1.312194,1.00010937316483,51991.1275255728,30415.7138652334
"60","obs_raw[7]",1.49760706551857,1.487865,0.67476404615519,0.674590413,0.4048097,2.6241105,1.00012868420095,40504.3038069817,32024.2387337465
"61","obs_raw[8]",-0.321306963687751,-0.319921,0.751482087415441,0.7475906718,-1.559151,0.911414299999999,0.99997975297786,40443.0760699461,30982.4953081671
"62","obs_raw[9]",-0.890064911626812,-0.87677,0.81030652487752,0.8074647315,-2.2378235,0.419042499999999,1.00030164330746,54544.8302665465,30065.1685893876
"63","obs_raw[10]",-0.147852337506928,-0.145775,0.450546501078889,0.4478319321,-0.89308115,0.5899525,1.0002004980701,21631.6347792993,27318.6781387914
"64","obs_raw[11]",0.679446326355795,0.6819605,0.757826575510677,0.7555974531,-0.56199535,1.9183415,1.00015476233099,33234.1486059099,28480.6010388833
"65","obs_raw[12]",0.309805002459922,0.3085685,0.779401343126884,0.770129157,-0.9694361,1.605433,0.999999481479264,40133.436727682,30033.6629365846
"66","obs_raw[13]",1.08862915416732,1.092925,0.636155127647086,0.6303073749,0.0376237,2.1255045,1.00018197058248,23662.7962753358,25456.7331757991
"67","obs_raw[14]",-0.301354979822743,-0.2998845,0.571029933235642,0.5729077746,-1.2369445,0.6298515,1.00023161009347,30052.7442896486,30073.5347362344
"68","obs_raw[15]",1.07725632411636,1.070295,0.573261544342618,0.5681849523,0.14981735,2.036324,1.00014004964287,24542.7465298925,27160.1495423427
"69","obs_raw[16]",-0.836995812473984,-0.8355995,0.591576708931422,0.586835319,-1.8175,0.1314783,1.00009881366783,25302.0870170095,27792.786897143
"70","obs_raw[17]",-0.026494450027205,-0.02608585,0.589750390643576,0.58274460321,-1.00079,0.94430505,1.00006961612187,24356.8433331975,28416.793934946
"71","obs_raw[18]",-1.4914050584034,-1.479645,0.76868582983535,0.764695428,-2.7819035,-0.24196955,1.00001622175234,42349.2836373222,30234.7831906911
"72","obs_raw[19]",-0.476206259983523,-0.4759495,0.776611801857316,0.77625073827,-1.754634,0.80900625,1.00006712487068,37911.4686884297,30735.0068406971
"73","obs_raw[20]",0.0415808291617,0.03891565,0.753256406412667,0.75638671521,-1.1950415,1.2878705,1.00013180860843,42743.0651520399,33232.1385029252
"74","obs_raw[21]",-0.360905684692783,-0.3492685,0.768410237001328,0.7635478956,-1.6366585,0.8916538,1.00013096284709,51445.5099736427,32888.3016793304
"75","obs_raw[22]",-0.1560187393343,-0.1532825,0.672784026094815,0.6730870566,-1.2645515,0.952024,1.00004945967085,31988.2747522688,32117.183760807
"76","obs_raw[23]",-0.687455583345967,-0.6810105,0.860846201745559,0.8492458821,-2.1218155,0.72949005,1.00007818452281,62901.5128654857,28669.3239369975
"77","obs_raw[24]",0.0145935783654703,0.0100801,0.707650314768973,0.69832179816,-1.144759,1.188474,1.00024869749818,35474.6659365328,29655.6790577493
"78","obs_raw[25]",-0.859745634918808,-0.8514625,0.815294243979256,0.8124470088,-2.217685,0.467418749999998,1.0000753904905,56342.1983646675,30114.8787774925
"79","obs_raw[26]",0.691366137177427,0.689315,0.670693759306765,0.668185581,-0.39874695,1.803292,1.00013497058395,35144.2211388092,31471.2141966377
"80","obs_raw[27]",0.518058488720768,0.5119455,0.570255928767663,0.5663546826,-0.40530735,1.464971,1.00010805066059,31167.2731209114,29941.7202740759
"81","obs_raw[28]",0.504185438830112,0.5024385,0.558005585114984,0.5543634138,-0.41003365,1.420043,0.999970511283854,24667.6654858445,30248.0173399754
"82","obs_raw[29]",0.505144390200715,0.49442,0.645320045206363,0.64321377855,-0.53677955,1.5810275,1.00005205559496,37115.8606901216,31266.471161844
"83","obs_raw[30]",-1.03027377183757,-1.033015,0.865781387866327,0.8657227572,-2.455679,0.400890999999997,1.00008812448212,56062.7127213882,30905.4835925569
"84","obs_raw[31]",-0.99257159163282,-1.00526,0.804690526325324,0.8015587944,-2.2897325,0.3575978,1.00004873775954,54121.0265254242,28774.8644350564
"85","obs_raw[32]",0.1078650011896,0.09948165,0.728390913270334,0.7288639512,-1.0712565,1.3191645,1.00005769732548,41341.3977610538,32636.3756351078
"86","obs_raw[33]",0.076725405656695,0.06918205,0.693830793922222,0.69306872397,-1.0473895,1.2343545,1.00001611201754,41361.8224080968,31939.6105251695
"87","obs_raw[34]",0.122564900882411,0.1255765,0.71140959512317,0.7081023621,-1.052818,1.2899405,0.999990404554355,41493.6767365285,29840.2457698565
"88","obs_raw[35]",-0.391611484322432,-0.3906145,0.6200671658067,0.61808126226,-1.4153405,0.61958455,1.00007810283835,33303.5443061489,31537.0462528746
"89","obs_raw[36]",-1.0979818989358,-1.082685,0.775241957310981,0.7690120179,-2.4009455,0.1523418,1.00001093365813,53632.4422517705,28819.692925644
"90","obs_raw[37]",0.205234476354495,0.1934295,0.696708358983389,0.6925239426,-0.92200935,1.358991,1.00001003260134,37932.0950847348,30450.7656262899
"91","obs_raw[38]",-0.08504574241188,-0.08298985,0.805853919724952,0.8036492604,-1.4158445,1.2299495,1.00011774736327,54108.80408923,29443.1252257654
"92","obs_raw[39]",-1.00227141344539,-0.9925265,0.80101065385421,0.7949463984,-2.335021,0.296969499999998,0.999984816119757,56092.8731952489,30252.7471667864
"93","obs_raw[40]",-1.35151024313095,-1.346505,0.801563329290642,0.7928959626,-2.684691,-0.0400931600000013,1.00013674314231,50454.1932066057,31653.2651015906
"94","obs_raw[41]",0.715514921009273,0.7180815,0.686875061951061,0.6741478569,-0.4153898,1.847298,0.999932835669827,34289.6481602055,29884.5065601246
"95","obs_raw[42]",-1.06569294097993,-1.05788,0.810673281554848,0.808698996,-2.405378,0.254652249999999,0.999959916702185,53279.5143473053,30760.304790417
"96","obs_raw[43]",-0.980807025733297,-0.9748015,0.737171693522673,0.7330018878,-2.2047085,0.222243849999997,1.00007142232451,41145.2793381151,32363.9996135645
"97","obs_raw[44]",1.21886285885663,1.2147,0.653049494496851,0.6564307869,0.15896335,2.3053605,1.00007339259857,40125.2669806005,32734.9962857837
"98","obs_raw[45]",0.211874518762852,0.2122895,0.633374036160873,0.6355876548,-0.83311745,1.250001,0.99999579010828,36143.897474048,31237.3241892286
"99","obs_raw[46]",0.700859996374657,0.703491,0.646350014016566,0.6426240744,-0.3626052,1.761091,1.00015110780088,29129.7536283976,29330.1745093007
"100","obs_raw[47]",-0.01632257145562,-0.02912395,0.712213259749255,0.7032231255,-1.167613,1.183872,0.999995799180466,38547.6813919562,30677.8731719368
"101","obs_raw[48]",0.205254779228617,0.202578,0.748194588345195,0.7427989086,-1.0163015,1.4414325,1.00008422669324,43784.2106959357,31032.1307135739
"102","obs_raw[49]",0.85823232978768,0.8528695,0.673592188169307,0.6683886972,-0.2361871,1.978464,1.00025507955493,44394.8966490863,30921.4641826017
"103","obs_raw[50]",-1.02359612294497,-1.01095,0.805078934285628,0.8021266302,-2.3680775,0.2719829,1.00008621476067,56496.975142117,29164.236702795
"104","obs_raw[51]",-0.583469037070775,-0.5767825,0.872052029643324,0.867444567297,-2.0369015,0.83729805,1.0001357660821,60124.9165546555,30028.9360329359
"105","obs_raw[52]",-0.763883776173978,-0.7587685,0.869597857913684,0.8703128868,-2.1835135,0.657145549999999,1.00035003521152,61137.4405308527,28173.0404111628
"106","obs_raw[53]",0.1405074785996,0.130187,0.748065923920204,0.7404719679,-1.082918,1.3864005,1.00017370236425,41486.1848033894,33540.4714216767
"107","obs_raw[54]",0.360436106925388,0.359912,0.502483762671314,0.5010305853,-0.463257,1.1872805,1.00005173512697,20603.9999167544,28370.4283350801
"108","obs_raw[55]",0.532060795959137,0.5370815,0.654316374893758,0.65782650654,-0.54570605,1.605283,1.00007337100421,26126.2397528043,27497.603861506
"109","obs_raw[56]",0.351461768426418,0.345459,0.496911007171478,0.4948110783,-0.4591615,1.1792345,1.00017733807637,27948.5422162352,30756.8328740087
"110","obs_raw[57]",-0.663366474731665,-0.6508705,0.848224062810573,0.84592834221,-2.0879905,0.7082693,1.00006991295759,56368.7624692322,29463.4796516516
"111","obs_raw[58]",0.836509193608793,0.836329,0.532291532114704,0.5321881656,-0.035221465,1.720505,1.00012255435363,26017.2047878416,29815.5695570641
"112","obs_raw[59]",-1.07169059437638,-1.06344,0.726699691554052,0.721744506,-2.2778005,0.109748849999999,1.00002673574184,39554.1104150564,31875.7774715039
"113","obs_raw[60]",1.29212089476164,1.295605,0.758402943202527,0.756859887,0.040529035,2.529836,1.00008008347398,33848.4594579852,30751.6682849797
"114","obs_raw[61]",0.80176265913247,0.796837,0.659766347860337,0.6585946416,-0.2703025,1.8923155,1.0000575339323,31492.4857413922,31775.9692136893
"115","obs_raw[62]",-0.0454903532001227,-0.04307065,0.750312323035285,0.74702379969,-1.2820715,1.187367,1.00015208698072,35340.9339305124,29185.5442019765
"116","obs_raw[63]",-0.8755070882943,-0.872829,0.847230477039256,0.8474890011,-2.2822175,0.52107535,1.00029678866775,58911.6800161041,29794.9642295803
"117","obs_raw[64]",1.05907306326722,1.058155,0.634729509436382,0.6337907436,0.017399425,2.099124,1.00013099272796,31712.8764744104,30190.7339825135
"118","obs_raw[65]",0.728197895656275,0.7240525,0.499570574076067,0.4937198847,-0.083264045,1.56454,1.00006582947429,25669.6891146548,28672.9560959222
"119","obs_raw[66]",0.394106263908701,0.397203,0.472497349914878,0.46892940423,-0.3911438,1.160134,1.00023404903411,19997.9527276849,25345.9590665156
"120","obs_raw[67]",-0.2002061202056,-0.1967365,0.588933377320901,0.5872348797,-1.178064,0.76233025,1.00010385832517,34461.9686347861,32861.5941300289
"121","obs_raw[68]",0.233032491804747,0.2329,0.734470049836767,0.7355512185,-0.96919035,1.445455,1.0001867015612,38604.2582978323,31104.9997689744
"122","obs_raw[69]",-0.342557389185263,-0.340773,0.657275159666522,0.6494447757,-1.424893,0.736260899999999,1.00002929302758,27974.8977408993,29466.2374135518
"123","obs_raw[70]",0.315281058700141,0.3167405,0.537047039467873,0.533550675,-0.5680881,1.1949925,0.999994907257131,28814.6831536118,29161.4456955484
"124","obs_raw[71]",-0.7430860980638,-0.7354465,0.861926299532593,0.8513326416,-2.17118,0.654344899999999,1.0000598905085,61484.3732215982,27734.9525608504
"125","obs_raw[72]",0.78441095047181,0.775717,0.641397231189275,0.6410666031,-0.26204755,1.851073,1.00002362932482,36538.2931332142,32821.8839923364
"126","obs_raw[73]",0.26040003190801,0.249718,0.690810420611285,0.6830671785,-0.8589233,1.414241,1.00004074288516,37809.490158976,30749.5874955303
"127","obs_raw[74]",0.690155385313453,0.696514,0.430902712197032,0.4259020542,-0.02763129,1.3918305,1.00014770554346,20756.8613870952,25119.8942319627
"128","obs_raw[75]",-0.702783539544039,-0.6971935,0.867944503542596,0.8574454014,-2.136166,0.718263549999999,1.00009608389371,59139.1115036099,30287.7999084328
"129","obs_raw[76]",-1.70207524471863,-1.697245,0.765586889451473,0.755629329,-2.9745275,-0.452019950000001,1.00006225679428,43024.468060457,31848.3788308461
"130","obs_raw[77]",0.569570443240732,0.570112,0.793028897801307,0.78507925062,-0.7332331,1.8799525,0.999990213452458,42405.7301604494,33504.2812535619
"131","obs_raw[78]",0.40380990186599,0.3966015,0.56572786838009,0.56538824979,-0.52257135,1.339591,1.00013589977565,25571.4342055846,30178.1386511671
"132","obs_raw[79]",0.460852487334515,0.4633345,0.517148309739736,0.5158009878,-0.39194845,1.3067305,1.00019993968006,20061.4706309852,27358.4228382799
"133","obs_raw[80]",0.12567737476525,0.1182495,0.705290227918454,0.7064485218,-1.022723,1.304327,1.00020127441945,33262.9798749134,30027.6503887282
"134","obs_raw[81]",-0.227358913871678,-0.229402,0.760991910123666,0.7563624747,-1.4890025,1.0204355,1.00006169791608,35489.6891189566,30462.3755311614
"135","obs_raw[82]",0.499818015024943,0.492048,0.715841833506911,0.7175695044,-0.66744205,1.684362,1.00003735387166,33945.1295696511,30756.6943188909
"136","obs_raw[83]",0.225649224313655,0.223075,0.772680620364559,0.7692129102,-1.043528,1.500694,1.00004032056329,44884.9471663145,32155.7160721061
