"","variable_type","variable","rhat","ess_bulk","ess_tail"
"1","lp__","lp__",1.00046278601657,6771.62559494881,14272.5949839798
"2","strata_raw","strata_raw[1]",1.00025158264531,18631.234739247,15950.2717422357
"3","strata_raw","strata_raw[2]",1.0002445082857,18630.9189341001,15963.6143689703
"4","STRATA","STRATA",1.00025625319129,21287.3848321189,28283.1510548097
"5","eta","eta",1.00002100333486,36276.9616211291,32292.6458322919
"6","yeareffect_raw","yeareffect_raw[1,1]",1.00005192995665,47809.1072454843,31657.4871379382
"7","yeareffect_raw","yeareffect_raw[2,1]",1.00015587022788,56544.1574241412,31743.8991581203
"8","yeareffect_raw","yeareffect_raw[1,2]",1.00007204977768,46598.0163989665,32119.3135691294
"9","yeareffect_raw","yeareffect_raw[2,2]",1.00022537778838,53393.2459914776,30910.7496622293
"10","yeareffect_raw","yeareffect_raw[1,3]",1.00003159489245,49265.9973736782,31676.0784394621
"11","yeareffect_raw","yeareffect_raw[2,3]",1.00000697947259,58000.9480802495,30591.944683834
"12","yeareffect_raw","yeareffect_raw[1,4]",1.00019406308838,47176.0901760333,31332.5867333905
"13","yeareffect_raw","yeareffect_raw[2,4]",1.00005211877693,46688.0544417341,29091.1032066595
"14","yeareffect_raw","yeareffect_raw[1,5]",1.00006447238493,50472.6607508373,31030.0798947666
"15","yeareffect_raw","yeareffect_raw[2,5]",1.00005371018331,58220.0887935131,29713.5622661703
"16","yeareffect_raw","yeareffect_raw[1,6]",1.00008402671477,48300.3058628774,27891.6074422683
"17","yeareffect_raw","yeareffect_raw[2,6]",1.00001101553229,49493.5898893905,30838.0831223111
"18","yeareffect_raw","yeareffect_raw[1,7]",1.00002248999264,48958.6424732457,27700.3660392741
"19","yeareffect_raw","yeareffect_raw[2,7]",1.00028976116706,57842.2415306911,30107.4339649364
"20","yeareffect_raw","yeareffect_raw[1,8]",1.00006167889763,47666.1874713482,29832.2517616466
"21","yeareffect_raw","yeareffect_raw[2,8]",1.00003854908295,57487.54702142,30595.8986492914
"22","yeareffect_raw","yeareffect_raw[1,9]",1.00025587079357,52371.5638353072,30079.9297952851
"23","yeareffect_raw","yeareffect_raw[2,9]",0.999987304666376,49498.741438049,30461.1237993792
