"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-3821.0686425,-3820.935,24.5568146297685,24.4554869999998,-3862.19,-3780.9695,1.00089509799863,7549.75923099811,15505.7895755373
"2","strata_raw[1]",0.540840231364,0.4631905,0.343436520813622,0.3030382509,0.13463415,1.211801,1.0001624649879,16330.4545059698,16131.4468835512
"3","strata_raw[2]",-0.54084533450575,-0.463468,0.343424152559448,0.3032650887,-1.2120305,-0.13463415,1.00015083695631,16326.9842886193,16111.5121109322
"4","STRATA",1.144683612075,1.145035,0.0722076385373339,0.071765253,1.0245785,1.26319,1.00029583431086,18257.6061552798,27335.120146758
"5","eta",0.0532123620878698,0.05329335,0.0980676805653311,0.09792558174,-0.1092976,0.2133942,1.00007454017162,30730.519176139,30388.5861898975
"6","yeareffect_raw[1,1]",-0.0133277015849075,-0.01488295,0.934674209674219,0.93445097823,-1.556115,1.525641,1.00007929459853,64088.3590471545,28601.6718308401
"7","yeareffect_raw[2,1]",0.26558630494379,0.278024,0.891002609431155,0.8809409049,-1.211847,1.713085,1.00013525280273,56434.6574458341,30812.132957563
"8","yeareffect_raw[1,2]",0.154103251454958,0.152704,0.915773831170686,0.9094972635,-1.351179,1.655172,1.00016107709934,60032.1048872288,29975.1248171756
"9","yeareffect_raw[2,2]",0.432893642591475,0.4454245,0.882318025273291,0.880634748,-1.030824,1.863293,1.00014580546673,50061.3091182287,30724.7705539713
"10","yeareffect_raw[1,3]",0.14759499800848,0.1509085,0.925963463334811,0.9206812566,-1.3729845,1.671879,0.999993273984512,60891.5798333485,29140.7263120132
"11","yeareffect_raw[2,3]",0.205248873592812,0.208764,0.877109390266776,0.8657242398,-1.2433885,1.642711,1.00005201612802,58740.5143963353,31333.0162068066
"12","yeareffect_raw[1,4]",0.1954080263389,0.2073025,0.924786554817873,0.9172112313,-1.3319885,1.7070335,1.00018363465102,62919.4514245657,31491.9508416256
"13","yeareffect_raw[2,4]",0.584101616077401,0.5990405,0.876957901982625,0.86236704036,-0.8709897,1.9914985,0.999999072780296,48046.6271614871,29769.3630501953
"14","yeareffect_raw[1,5]",0.18906267322439,0.194182,0.921792716126004,0.9123156861,-1.33623,1.700506,1.00021390522005,61279.1079783034,29952.0465763118
"15","yeareffect_raw[2,5]",-0.00615638741695,-0.003134005,0.880029848359468,0.8714641257,-1.4585305,1.440136,1.00007285966343,61024.8163787325,29794.8672611269
"16","yeareffect_raw[1,6]",0.094887785652785,0.08855015,0.911098732005569,0.89723964561,-1.4082095,1.5910135,1.00012060250487,63110.8871140389,28441.4502851355
