"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-3209.2211165,-3208.715,24.3495350580841,24.5147910000005,-3250.031,-3169.72,1.00021297797216,7401.83244148155,15658.1405805455
"2","strata_raw[1]",0.30452028721974,0.2304515,0.378208424479288,0.25765097232,-0.15596605,1.0127515,1.0002331648877,17179.0393827209,15819.9189945725
"3","strata_raw[2]",-0.304531215231363,-0.230268,0.378215970576819,0.25736127228,-1.0124045,0.15606775,1.00024728185469,17178.6285259006,15819.6698366442
"4","STRATA",0.805428068725,0.8064455,0.0524312329275024,0.0524973834,0.7180238,0.89031325,0.999982398773996,19807.0580446006,29188.2858712061
"5","eta",-0.0284945255429673,-0.02818115,0.0558763261079648,0.05571885081,-0.1204992,0.0636400699999999,1.00002194831211,41633.398033436,33010.3286634742
"6","yeareffect_raw[1,1]",-1.19929874331816,-1.23142,0.934081061258154,0.9221890608,-2.671448,0.394103949999998,1.00002054059571,37164.0360986345,28181.3329307563
"7","yeareffect_raw[2,1]",0.361659742031767,0.37311,0.938952612154882,0.93907884,-1.1919155,1.890414,0.999993523052097,60507.1844929179,30500.9665726198
"8","yeareffect_raw[1,2]",0.985462335794235,1.011025,0.859183091590294,0.834881712,-0.48094595,2.349019,1.00015446161659,39320.3690611193,28650.8370479347
"9","yeareffect_raw[2,2]",0.128782567898953,0.135241,0.91434713000417,0.9149954856,-1.377106,1.6234235,1.0002481314463,59463.3755697189,30546.6099072866
"10","yeareffect_raw[1,3]",-0.584538098009085,-0.605896,0.861796468874139,0.8392538994,-1.9625825,0.863013149999998,1.00004543696959,48647.1145339445,28470.8839825555
"11","yeareffect_raw[2,3]",0.334260267312002,0.3402415,0.938395263346984,0.9380061789,-1.2170305,1.858719,1.00006256605402,61022.1119250252,30343.3379841631
"12","yeareffect_raw[1,4]",0.268236669411412,0.284822,0.843802543035612,0.823940124,-1.1460795,1.6307575,0.999958054399228,57420.0724149969,31881.8689794024
"13","yeareffect_raw[2,4]",0.293468027258325,0.3004525,0.913960853206887,0.9088552977,-1.221356,1.793274,0.999951101285002,61577.7692117315,30441.0220111825
"14","yeareffect_raw[1,5]",-0.679823074483575,-0.7038675,0.849839779991242,0.8238370833,-2.032295,0.7608069,0.999939846501177,50283.8277396383,28775.0269894754
"15","yeareffect_raw[2,5]",-0.102399907692893,-0.1053495,0.926957832978248,0.925075683,-1.6234355,1.4272175,1.0001486458861,65333.9094333922,29398.8494388943
"16","yeareffect_raw[1,6]",-0.078052895269915,-0.07071665,0.805649224631143,0.7853858523,-1.4032405,1.2290115,1.00007807457258,57544.7153208546,30046.1250033924
"17","yeareffect_raw[2,6]",-0.205764555872957,-0.208088,0.912670522796864,0.9072481593,-1.6829915,1.3104855,1.00021546117534,62830.6036894271,29297.8436855215
