"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-3162.58382025,-3162.235,22.6856502251168,22.4243249999993,-3200.721,-3125.82,1.00068866835767,7245.25066037343,14134.1236690582
"2","strata_raw[1]",0.313253366806275,0.2592565,0.408743723602293,0.29743046466,-0.26185665,1.0389695,1.00017385704686,16989.5430130889,15315.2057274938
"3","strata_raw[2]",-0.313252465323907,-0.259219,0.408744191869297,0.29718798543,-1.0393125,0.26252215,1.00016612248282,16990.0002885407,15383.2429907499
"4","STRATA",1.3555343017,1.35837,0.0885990267707171,0.0891783899999999,1.2048675,1.495522,1.00004611146331,19429.2128003825,26708.7891604199
"5","eta",0.202811560364882,0.2024555,0.0811508247662066,0.0808291281,0.068812345,0.33658465,1.00007499593006,45472.6491615398,29978.9887613493
"6","yeareffect_raw[1,1]",-0.255892735002733,-0.266029,0.898225293245946,0.8885103192,-1.7205945,1.2378015,1.00043355019515,60553.8361993445,30288.7562160337
"7","yeareffect_raw[2,1]",-0.190311507559355,-0.1933765,0.924265442397369,0.928040883,-1.7020615,1.340622,1.00030318766114,63084.3750904219,30988.1558548649
"8","yeareffect_raw[1,2]",0.540376975103825,0.5578645,0.8974309659258,0.88440685305,-0.9763188,1.9868445,1.00005452816473,51085.2613473812,30815.8557554992
"9","yeareffect_raw[2,2]",0.0945713329053975,0.1003725,0.917017925207168,0.909849381,-1.4251935,1.598196,1.000095154515,65909.600142706,30797.7548596261
"10","yeareffect_raw[1,3]",0.26158693107508,0.266037,0.872632324965937,0.8695308153,-1.182832,1.684751,1.00015998735484,63549.4656379075,30415.4340413871
"11","yeareffect_raw[2,3]",0.00638285722855125,0.00595452,0.923915912261321,0.928270715652,-1.508089,1.5300255,1.00002410894625,64740.4316063966,29524.6438243326
"12","yeareffect_raw[1,4]",0.347939052487506,0.35601,0.888431111462981,0.8776050549,-1.132405,1.8002505,1.0001346616244,62075.4034385657,31134.5613015258
"13","yeareffect_raw[2,4]",0.0726870000479925,0.0760691,0.899504840697182,0.8899417695,-1.4164785,1.5444075,1.00018616891318,65758.6917533892,30640.4763671936
"14","yeareffect_raw[1,5]",-1.0760188878586,-1.107805,0.952311370391253,0.9433687431,-2.5765895,0.545152399999999,1.000128239488,41255.4653263798,30301.2167296103
"15","yeareffect_raw[2,5]",-0.451036322839325,-0.4586095,0.961567959648791,0.9686352123,-2.013171,1.1420865,1.00013575974212,63169.4676355593,30857.9295440962
"16","yeareffect_raw[1,6]",0.0272176404251345,0.03435315,0.864302528509098,0.85305223521,-1.3934635,1.437335,1.00003662633536,60927.944277936,28723.4239232284
"17","yeareffect_raw[2,6]",0.051535510434617,0.0569033,0.902115904118501,0.8918009499,-1.441691,1.523463,1.00012719147324,63984.244125409,29436.6273929275
"18","yeareffect_raw[1,7]",-0.475685717219282,-0.4980065,0.872299565757555,0.86733827229,-1.8770955,0.978808649999999,1.00007415094203,59894.3343727253,29725.8493856571
"19","yeareffect_raw[2,7]",0.0226096931762325,0.02077745,0.926451105302588,0.9213499092,-1.496564,1.539031,1.00016745541021,65122.6353133063,30289.4987469849
"20","yeareffect_raw[1,8]",0.101282777569365,0.105599,0.866424250310301,0.8494060029,-1.336501,1.5127535,1.00010365354568,61685.3324276745,30514.0426463135
"21","yeareffect_raw[2,8]",-0.05954054846741,-0.06712255,0.910943650266341,0.9023941269,-1.5471065,1.447913,1.00011392070877,64956.9547124462,30657.7895516895
"22","yeareffect_raw[1,9]",-0.0849586108660625,-0.090726,0.847907042732009,0.8292381951,-1.4743365,1.3091655,1.00015025432239,64381.5521835685,29116.1694830115
"23","yeareffect_raw[2,9]",0.244419997751906,0.2493905,0.919360649417109,0.9157975722,-1.273742,1.7491645,1.00010808630306,62061.8639974867,29331.604589917
"24","yeareffect_raw[1,10]",0.0756422417857775,0.07615265,0.867502413193673,0.8549553747,-1.3665845,1.489701,1.00013905003938,63105.2996110206,28619.5115262911
"25","yeareffect_raw[2,10]",-0.396332998522309,-0.4061575,0.937814382668329,0.9348474996,-1.9215555,1.1531155,1.00003209177001,61110.1011107113,27116.3301826945
"26","yeareffect_raw[1,11]",0.260636262082143,0.268192,0.845181032869962,0.8242255245,-1.1415815,1.656223,1.00026889539963,59867.888778351,28855.6838610841
"27","yeareffect_raw[2,11]",0.154170228645445,0.1598305,0.918319226637768,0.9208606512,-1.3620445,1.647761,1.00011780638431,68347.4446172021,29283.7192894677
"28","yeareffect_raw[1,12]",-0.16469778474812,-0.1700205,0.862928951202763,0.8499182412,-1.5757715,1.2615165,1.00012819098233,63259.7965398778,27452.77313391
"29","yeareffect_raw[2,12]",0.430324031763598,0.444819,0.908436693841746,0.8988944496,-1.088301,1.912528,1.00007062713937,58719.9962775682,30022.4933694977
"30","yeareffect_raw[1,13]",0.474731274640499,0.486319,0.833578712076284,0.81505297482,-0.91785875,1.839422,1.00004532202149,58635.891461559,30383.5318113459
"31","yeareffect_raw[2,13]",0.508374467039209,0.518644,0.939953507886699,0.9310164612,-1.0586375,2.040386,1.00004118076404,55430.7615665814,30510.5377405699
"32","yeareffect_raw[1,14]",0.06123676679824,0.06730995,0.870569053612327,0.84597534063,-1.390211,1.467773,1.0002465184214,61100.6084804956,27695.8254529571
"33","yeareffect_raw[2,14]",-0.160865331230085,-0.166028,0.913196802652054,0.9054668154,-1.6608895,1.3462365,0.99998618881662,62834.3805568418,29175.9483868341
"34","yeareffect_raw[1,15]",-0.0244184967492815,-0.03223655,0.850858199078981,0.84257277363,-1.417836,1.373584,1.0001087223342,65097.1716331213,29859.9018603296
"35","yeareffect_raw[2,15]",0.266654830837753,0.275162,0.906406170891109,0.8966564649,-1.256455,1.7261005,1.00028044247566,61460.8476479177,27903.8181218387
"36","yeareffect_raw[1,16]",0.327988553776288,0.3402305,0.857986159493837,0.8471591226,-1.0998015,1.7174385,1.00022404966373,60224.3669399932,27367.347842078
"37","yeareffect_raw[2,16]",0.0779071733254775,0.0763951,0.918636767024517,0.9073860411,-1.4281985,1.590232,1.00004141106196,62830.3631115641,29463.3134651657
"38","yeareffect_raw[1,17]",-0.0731138882120475,-0.0764068,0.862866761357865,0.8495505564,-1.4863325,1.3650115,1.00011425061754,64273.3791928137,29421.759965105
"39","yeareffect_raw[2,17]",-0.154473811647565,-0.159231,0.911584887264123,0.9170815038,-1.6451665,1.3508055,0.999976191258531,71049.8415043523,29741.30468075
"40","yeareffect_raw[1,18]",0.731364155919923,0.7568665,0.872109864079723,0.8511273015,-0.74758035,2.117246,1.00001530523098,51261.5682228114,31793.0056879167
"41","yeareffect_raw[2,18]",-0.423498175259084,-0.432759,0.940072705836974,0.931250712,-1.94733,1.143874,1.00006520500739,59970.9219459555,29665.5862519656
"42","yeareffect_raw[1,19]",-0.612871645836575,-0.6364675,0.892850392887337,0.87522807645,-2.044858,0.8922562,1.00019291894036,53448.4560033183,29332.6022542049
"43","yeareffect_raw[2,19]",-0.170321422936963,-0.178352,0.924199370470822,0.9102444939,-1.6834415,1.3694875,1.00004189330921,67152.5726226102,29829.119054312
"44","yeareffect_raw[1,20]",-0.00721464600968,-0.00298259,0.866360113147349,0.852139176,-1.4365155,1.4203095,1.00017549173694,67835.7050191782,31636.7084184136
"45","yeareffect_raw[2,20]",-0.329872560792165,-0.338561,0.946333323881184,0.9478506429,-1.855121,1.2334955,0.999944086075907,65570.0183219728,29625.3478035536
"46","yeareffect_raw[1,21]",-0.0071842962958075,-0.009778425,0.979921945271333,0.975786422205,-1.619504,1.6144515,1.00005201348274,67377.1229198096,28080.5914224408
"47","yeareffect_raw[2,21]",0.0013238238253925,0.001574945,0.969793843964121,0.974218765443,-1.586466,1.5849955,1.00017600259056,69134.5681823812,29322.7077183032
"48","yeareffect_raw[1,22]",-0.168323789907612,-0.174908,0.878256450719058,0.8664855549,-1.5952395,1.284533,1.0000724919894,62443.9162142228,29386.7362060562
