"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-3792.91487425,-3792.52,22.8407859255484,22.8691049999999,-3830.7805,-3756.02,1.00080469933853,7641.30520059271,14551.1266093417
"2","strata_raw[1]",0.58770590546975,0.516134,0.356609912361694,0.3226322925,0.1488348,1.2699385,1.0001829799661,25739.2164065255,21212.4426732672
"3","strata_raw[2]",-0.58769458502035,-0.51599,0.356620996256537,0.3228999018,-1.270155,-0.14893095,1.00018524077114,25733.1119954293,21265.9639049864
"4","STRATA",1.67796931725,1.67914,0.0666732788280965,0.066138786,1.5663495,1.7859925,1.00002003065803,23844.7701162788,29992.9646645315
"5","eta",-0.045657757380779,-0.0461234,0.0661548579009418,0.06598170453,-0.1536652,0.0641621199999999,1.00003251255302,45783.3502763671,34315.211455224
"6","yeareffect_raw[1,1]",0.595031354039685,0.6084425,0.951209746103749,0.94307859828,-1.0001115,2.129596,1.00003334076505,57748.6389821219,30794.9378246451
"7","yeareffect_raw[2,1]",-0.477491514865125,-0.4858045,0.964664212151534,0.9646514661,-2.042623,1.1191985,1.00026672707576,59978.3142918918,31511.7717059261
"8","yeareffect_raw[1,2]",-0.55265968346789,-0.569199,0.949887885564371,0.94108205499,-2.092777,1.0426415,1.00014411136911,56945.1159223968,30423.3919809009
"9","yeareffect_raw[2,2]",0.189363380285025,0.1995825,0.923265661665603,0.9182668425,-1.3482635,1.695404,1.00022183019458,64210.6843849382,30248.8701002794
"10","yeareffect_raw[1,3]",-0.0649994510046875,-0.06024685,0.898193616852265,0.887906901,-1.5604555,1.4062725,1.00001823476567,67582.460945366,29917.5028356607
"11","yeareffect_raw[2,3]",-0.359032479068231,-0.3634625,0.960975567179628,0.9665773635,-1.930321,1.232402,1.00002067711818,64206.3521584953,30336.6741086625
"12","yeareffect_raw[1,4]",-0.11757471988297,-0.1203165,0.917348480507756,0.9121889238,-1.611949,1.410473,1.000086956021,61125.7529879312,28625.2038368808
"13","yeareffect_raw[2,4]",0.169605165139805,0.175838,0.930060823095422,0.926017134,-1.3616685,1.6788105,0.999986045206966,69375.4377620136,28783.7002679917
"14","yeareffect_raw[1,5]",0.594998189314617,0.614175,0.919531084839976,0.912799755,-0.9484226,2.078126,1.00022704796317,57912.6787402217,31833.1869643373
