"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-1514.9701515,-1514.595,17.6876084175995,17.6207009999996,-1544.7005,-1486.63,1.00004931281564,8094.93578652103,16759.1453653395
"2","strata_raw[1]",0.48888511994815,0.4270075,0.381643056249903,0.3227405223,0.036511085,1.1926675,1.00047863531553,13157.6359473304,12465.4568393387
"3","strata_raw[2]",-0.488888524186,-0.4270555,0.381629466584739,0.3228976779,-1.1942105,-0.0366208350000001,1.00047986105887,13154.8447859335,12465.5320476225
"4","STRATA",0.21044902829855,0.211717,0.104428166675105,0.1042527255,0.037405605,0.38060625,1.00009111012109,14972.040708058,24910.7062239611
"5","eta",-0.0360027820741519,-0.03659185,0.107627618889018,0.10725358203,-0.21343365,0.14171975,1.00000897661455,34235.7096042612,32463.1825675401
"6","yeareffect_raw[1,1]",0.0468375736950015,0.05336575,0.925050488771934,0.92126428905,-1.471821,1.566842,1.00011791240492,48756.0840392455,30739.3947923156
"7","yeareffect_raw[2,1]",0.23607239208251,0.2386685,0.940971639718511,0.9422352954,-1.301435,1.7747675,1.00016722683295,47774.7560015049,27897.3748965431
"8","yeareffect_raw[1,2]",-0.103017608073447,-0.104939,0.919658894334333,0.9201208338,-1.606837,1.409962,1.00015576238838,51435.7584949297,30271.9574278281
"9","yeareffect_raw[2,2]",0.259479542131353,0.2644725,0.926716225040401,0.923170542,-1.2854835,1.76345,0.999961055626133,52926.2539177522,30695.4517795244
"10","yeareffect_raw[1,3]",0.226132181688396,0.228879,0.905589092761957,0.8956875858,-1.2728675,1.7068245,1.0000795540456,51756.6926057327,30319.4308528978
"11","yeareffect_raw[2,3]",-0.0329059789677885,-0.0377827,0.945464964264989,0.93571304148,-1.585193,1.5233565,0.999948741752846,53590.1172936587,30261.5839795644
"12","yeareffect_raw[1,4]",-0.128978135452294,-0.1342255,0.915113082757989,0.895964832,-1.632131,1.3854585,1.00010188386995,53512.2989583367,30862.9625544906
"13","yeareffect_raw[2,4]",0.0730874060461025,0.0721351,0.904899362607506,0.8823152751,-1.4229565,1.562831,1.00011498444439,55648.7683349537,31633.3178395146
"14","yeareffect_raw[1,5]",0.138350854081267,0.1484455,0.92367100879564,0.9230030082,-1.3940835,1.6531285,1.00001754479345,56480.9630941771,29227.4330306762
"15","yeareffect_raw[2,5]",0.09517434981594,0.0988633,0.93336816662342,0.9363026715,-1.4531375,1.61898,1.00018898360402,54305.7198168752,29981.5378162954
"16","yeareffect_raw[1,6]",0.274396495772463,0.2802905,0.899059543693751,0.8914770018,-1.2111895,1.7436055,1.00016881953227,51740.5844210322,31363.3354069109
"17","yeareffect_raw[2,6]",0.0429543602809875,0.04993835,0.903572777114154,0.88554637941,-1.4577945,1.529683,0.999969979423993,52388.0852207123,30538.3908524087
"18","yeareffect_raw[1,7]",-0.0753636578581525,-0.0798384,0.897392053987729,0.8935771047,-1.53905,1.4094295,1.00030186619379,54688.3350651637,30527.9074856601
"19","yeareffect_raw[2,7]",0.262931614832087,0.2743,0.935348131470245,0.9299778999,-1.3000505,1.797816,1.00010716128329,51778.5193443336,28329.430583351
"20","yeareffect_raw[1,8]",-0.49106343002116,-0.5016595,0.932464097384914,0.9235145052,-2.0011725,1.068996,1.00015129240054,48344.6271146577,32490.3876414394
"21","yeareffect_raw[2,8]",-0.273680653833857,-0.2844605,0.93042480272407,0.9311647212,-1.7805015,1.266619,1.00010261843549,53416.543095309,31616.2464212362
"22","yeareffect_raw[1,9]",0.117506260765142,0.119964,0.896569545350814,0.8916363813,-1.3606825,1.595831,1.00003547203566,54930.4284724897,30138.3555343128
"23","yeareffect_raw[2,9]",0.14315884006014,0.147213,0.949918182722566,0.9560434905,-1.4171445,1.6889275,1.0000592777812,54730.0811595857,29660.8619416635
