"","variable_type","variable","rhat","ess_bulk","ess_tail"
"1","lp__","lp__",1.00080469933853,7641.30520059271,14551.1266093417
"2","strata_raw","strata_raw[1]",1.0001829799661,25739.2164065255,21212.4426732672
"3","strata_raw","strata_raw[2]",1.00018524077114,25733.1119954293,21265.9639049864
"4","STRATA","STRATA",1.00002003065803,23844.7701162788,29992.9646645315
"5","eta","eta",1.00003251255302,45783.3502763671,34315.211455224
"6","yeareffect_raw","yeareffect_raw[1,1]",1.00003334076505,57748.6389821219,30794.9378246451
"7","yeareffect_raw","yeareffect_raw[2,1]",1.00026672707576,59978.3142918918,31511.7717059261
"8","yeareffect_raw","yeareffect_raw[1,2]",1.00014411136911,56945.1159223968,30423.3919809009
"9","yeareffect_raw","yeareffect_raw[2,2]",1.00022183019458,64210.6843849382,30248.8701002794
"10","yeareffect_raw","yeareffect_raw[1,3]",1.00001823476567,67582.460945366,29917.5028356607
"11","yeareffect_raw","yeareffect_raw[2,3]",1.00002067711818,64206.3521584953,30336.6741086625
"12","yeareffect_raw","yeareffect_raw[1,4]",1.000086956021,61125.7529879312,28625.2038368808
"13","yeareffect_raw","yeareffect_raw[2,4]",0.999986045206966,69375.4377620136,28783.7002679917
"14","yeareffect_raw","yeareffect_raw[1,5]",1.00022704796317,57912.6787402217,31833.1869643373
"15","yeareffect_raw","yeareffect_raw[2,5]",1.00004148339964,67725.5689519707,28952.7837989523
"16","yeareffect_raw","yeareffect_raw[1,6]",1.000066066556,59339.5053680845,29839.3137062609
"17","yeareffect_raw","yeareffect_raw[2,6]",1.00011134779629,67356.2541461333,30726.9466240301
"18","yeareffect_raw","yeareffect_raw[1,7]",1.00031113757356,60716.8298722827,28792.626178584
"19","yeareffect_raw","yeareffect_raw[2,7]",1.0000684620297,66223.8217587287,29676.4172657612
"20","yeareffect_raw","yeareffect_raw[1,8]",1.00018935524181,65386.9298046792,29423.1975577369
"21","yeareffect_raw","yeareffect_raw[2,8]",1.00007947448114,64588.9409185714,29824.4431900959
"22","yeareffect_raw","yeareffect_raw[1,9]",1.0000822828904,63916.1608213357,28592.6055501907
"23","yeareffect_raw","yeareffect_raw[2,9]",1.00065515453549,67962.7181600552,29523.0160607604
"24","yeareffect_raw","yeareffect_raw[1,10]",1.00022205143565,65052.1164512752,29738.6326405747
"25","yeareffect_raw","yeareffect_raw[2,10]",1.0000608954566,64232.3086695299,28849.1496239626
"26","yeareffect_raw","yeareffect_raw[1,11]",1.0001555350931,62647.5623353702,27373.4729114091
"27","yeareffect_raw","yeareffect_raw[2,11]",0.999998352845706,67218.4607667212,28938.3096612897
"28","yeareffect_raw","yeareffect_raw[1,12]",1.00021702276245,64682.0598469553,28242.8280485736
"29","yeareffect_raw","yeareffect_raw[2,12]",1.00009531875114,66143.8747328769,28477.4073440371
"30","yeareffect_raw","yeareffect_raw[1,13]",1.00009139151632,66911.4166498829,27845.3283862246
"31","yeareffect_raw","yeareffect_raw[2,13]",0.999944928493218,67406.1630541721,29075.0667730031
"32","yeareffect_raw","yeareffect_raw[1,14]",1.00010003584374,70202.2545176451,29277.1830915316
"33","yeareffect_raw","yeareffect_raw[2,14]",1.00005684472829,67883.4082635635,29129.7100144774
"34","yeareffect_raw","yeareffect_raw[1,15]",1.00002991370636,66863.7615395796,27332.0567180757
"35","yeareffect_raw","yeareffect_raw[2,15]",1.00011642457362,65184.8728354955,28497.4095416806
"36","yeareffect_raw","yeareffect_raw[1,16]",1.00005253916189,64977.1494254651,29585.5767281046
"37","yeareffect_raw","yeareffect_raw[2,16]",1.00015553114776,64196.8530526916,28517.1431515022
"38","yeareffect_raw","yeareffect_raw[1,17]",1.00032701806948,65410.5470552474,28050.5788168243
"39","yeareffect_raw","yeareffect_raw[2,17]",1.00002910834161,65392.0963233611,29524.0466200603
"40","yeareffect_raw","yeareffect_raw[1,18]",0.99999525731598,58302.1702516261,29883.7913741233
"41","yeareffect_raw","yeareffect_raw[2,18]",1.00015619805568,66900.5864290104,30211.1136956638
"42","yeareffect_raw","yeareffect_raw[1,19]",1.00019718473194,64930.7250423017,29466.2901863166
"43","yeareffect_raw","yeareffect_raw[2,19]",1.00000379871569,67474.1276758907,29138.6406486535
"44","yeareffect_raw","yeareffect_raw[1,20]",1.0001072238976,66602.2469538826,29452.3877260468
"45","yeareffect_raw","yeareffect_raw[2,20]",1.0001890603356,66762.3222636785,30644.6283239988
"46","yeareffect_raw","yeareffect_raw[1,21]",1.000161683997,70882.591632593,27126.727461794
"47","yeareffect_raw","yeareffect_raw[2,21]",1.00002801025425,67356.7503289951,27455.9099786829
"48","yeareffect_raw","yeareffect_raw[1,22]",1.00053851347758,65107.0658792993,29670.590853526
"49","yeareffect_raw","yeareffect_raw[2,22]",1.00001020040656,64161.0453643298,30425.0701150045
"50","yeareffect_raw","yeareffect_raw[1,23]",0.999932204409214,62228.8525336541,29110.4175416244
"51","yeareffect_raw","yeareffect_raw[2,23]",0.99999365928046,63709.9153817731,29254.0579210007
"52","yeareffect_raw","yeareffect_raw[1,24]",0.999992174176002,68614.1080769215,28288.1948633075
"53","yeareffect_raw","yeareffect_raw[2,24]",1.00008869016905,68460.8791286047,27274.4596483604
"54","obs_raw","obs_raw[1]",1.00001803119121,55394.0857899955,31310.2550744293
"55","obs_raw","obs_raw[2]",1.00005195133033,54377.6449523583,28959.8634125141
"56","obs_raw","obs_raw[3]",1.00023166678057,31542.8192843006,32253.5789120205
"57","obs_raw","obs_raw[4]",1.00004297432544,24013.4342905524,28450.4719725252
"58","obs_raw","obs_raw[5]",0.999992990595565,36558.3038416755,32650.9711091247
"59","obs_raw","obs_raw[6]",0.999969381983396,57102.4419531252,29316.0543723817
"60","obs_raw","obs_raw[7]",1.00004837523294,45943.3327548266,32750.2228488653
"61","obs_raw","obs_raw[8]",1.00013114722576,60526.9661774419,26795.3482624344
"62","obs_raw","obs_raw[9]",1.00018667386552,19330.4527065399,26976.4256946846
"63","obs_raw","obs_raw[10]",1.00003982231336,47205.5366443424,30081.1834378454
"64","obs_raw","obs_raw[11]",0.99999047760977,49298.8432409142,30446.9814853282
"65","obs_raw","obs_raw[12]",1.0001522564473,38417.4956945807,32946.730164892
"66","obs_raw","obs_raw[13]",1.00004406490034,33269.7702909415,30408.650414003
"67","obs_raw","obs_raw[14]",1.00005686868146,49809.9291697921,29015.2045869675
"68","obs_raw","obs_raw[15]",0.99998821336851,34841.8337058125,31316.3725442203
"69","obs_raw","obs_raw[16]",1.00000354623981,36828.7447976804,30330.8078298991
"70","obs_raw","obs_raw[17]",1.00012623536569,27749.4076201507,26985.6920156833
"71","obs_raw","obs_raw[18]",0.999948933950362,43313.3235396621,30807.1370527189
"72","obs_raw","obs_raw[19]",1.00007555202315,33986.1922512147,31032.2601855333
"73","obs_raw","obs_raw[20]",1.0001343398737,38008.7101991872,31650.4667194553
"74","obs_raw","obs_raw[21]",1.00021645710388,64659.4628789115,28407.015772158
"75","obs_raw","obs_raw[22]",1.00013878415092,44128.9885506767,30380.8450080583
"76","obs_raw","obs_raw[23]",1.0001064757767,25160.0339764215,29092.3268242724
"77","obs_raw","obs_raw[24]",1.0000713856163,36813.0512930473,31988.8608114541
"78","obs_raw","obs_raw[25]",1.00002396503555,48941.1172281082,29656.2558643903
"79","obs_raw","obs_raw[26]",1.00021641435504,34008.6196267443,29276.8847534966
"80","obs_raw","obs_raw[27]",1.00003005741324,38169.8286639599,33660.497895636
"81","obs_raw","obs_raw[28]",1.00004866836025,60145.7075546495,29417.9427923009
"82","obs_raw","obs_raw[29]",0.999994393670063,47855.5393388402,32512.6504533166
"83","obs_raw","obs_raw[30]",1.00006334946268,34922.9127299526,33202.2700876478
"84","obs_raw","obs_raw[31]",1.00014588812077,33486.3381992023,30474.016924602
"85","obs_raw","obs_raw[32]",1.00010384050614,36707.2404815998,29918.5578638296
"86","obs_raw","obs_raw[33]",1.00004664261398,56664.3256635343,29747.9503350791
"87","obs_raw","obs_raw[34]",0.999987572599648,59798.9519685878,30009.862628792
"88","obs_raw","obs_raw[35]",1.00009609261113,40485.9714537771,33433.5127310189
"89","obs_raw","obs_raw[36]",1.00003495491771,52495.5371563054,30735.068442354
"90","obs_raw","obs_raw[37]",0.999998491725306,31332.1206529108,33072.4382852797
"91","obs_raw","obs_raw[38]",1.00007019211005,34651.2750447981,31562.1868964819
"92","obs_raw","obs_raw[39]",1.00001986103532,36731.8794362926,30053.4855832243
"93","obs_raw","obs_raw[40]",1.00002155055751,30334.4179632174,30821.6796674394
"94","obs_raw","obs_raw[41]",1.00003185357474,42088.03033629,33937.3237570996
"95","obs_raw","obs_raw[42]",1.00028930736767,60284.1151770145,28067.6785701834
"96","obs_raw","obs_raw[43]",1.00019157825683,37172.0495675432,29758.1925757323
"97","obs_raw","obs_raw[44]",1.00028431177329,66355.7583358712,31260.2083415597
"98","obs_raw","obs_raw[45]",1.00007836389356,51342.6324865386,28592.8897935416
"99","obs_raw","obs_raw[46]",1.00032237994995,64713.5358379242,29140.1426814855
"100","obs_raw","obs_raw[47]",1.00027765631133,53937.2966387507,31219.1561324151
"101","obs_raw","obs_raw[48]",1.00013229793003,48591.8913866424,31689.6229345862
"102","obs_raw","obs_raw[49]",1.00004954721655,25020.1478591289,28490.8057849906
"103","obs_raw","obs_raw[50]",1.00004961073465,27621.3217286009,30241.472518727
"104","obs_raw","obs_raw[51]",1.00016211126125,61083.1365401311,29061.7521779848
"105","obs_raw","obs_raw[52]",0.999978353962584,26042.2235717823,30658.7180104063
"106","obs_raw","obs_raw[53]",1.00002565320707,40093.9168223134,32508.5898079981
"107","obs_raw","obs_raw[54]",1.00006912704576,37044.5175652566,32339.974224504
"108","obs_raw","obs_raw[55]",1.00006014968376,35933.0301828983,29422.5032164906
"109","obs_raw","obs_raw[56]",0.999985192673671,50404.9715475541,29340.6373868113
"110","obs_raw","obs_raw[57]",1.00021399838225,29903.0662934228,30139.1299612421
"111","obs_raw","obs_raw[58]",1.000180504899,46824.85562839,29882.9284697688
"112","obs_raw","obs_raw[59]",1.00002301467397,41380.5867382788,33528.4587056015
"113","obs_raw","obs_raw[60]",1.00008764581501,47194.1444057887,33143.3061544445
"114","obs_raw","obs_raw[61]",1.00014009577157,38162.7098565596,29168.1805171704
"115","obs_raw","obs_raw[62]",0.999993165063608,55992.0015963355,32962.8462237209
"116","obs_raw","obs_raw[63]",1.00003963852092,29136.9896207235,30416.0259764762
"117","obs_raw","obs_raw[64]",1.00010034180554,34332.2828672547,30502.9281513071
"118","obs_raw","obs_raw[65]",1.00004014468051,31929.7442247511,30985.5900999
"119","obs_raw","obs_raw[66]",1.00002845358383,30557.7057814473,28821.1726146444
"120","obs_raw","obs_raw[67]",1.00004356865478,40033.0849218062,30420.0209109777
"121","obs_raw","obs_raw[68]",1.00004765098813,32814.826468141,32490.4965711267
"122","obs_raw","obs_raw[69]",1.00006078263724,27153.9989653078,30889.439245638
"123","obs_raw","obs_raw[70]",1.00005492046056,62331.7796830672,30157.1932522607
"124","obs_raw","obs_raw[71]",1.00016986073505,57616.6537941312,28975.9854955944
"125","obs_raw","obs_raw[72]",1.00002249436649,50532.6518502571,31393.2334966229
"126","obs_raw","obs_raw[73]",1.00005414062504,60920.3498132273,27832.2274754732
"127","obs_raw","obs_raw[74]",1.00012275591589,48479.5832329946,31360.1060013791
"128","obs_raw","obs_raw[75]",1.00004806075703,55812.7376296721,33063.3976224521
"129","obs_raw","obs_raw[76]",1.00018434938395,49489.9184269076,31166.2916943372
"130","obs_raw","obs_raw[77]",1.00050637621253,58029.2098817499,30530.3980544393
"131","obs_raw","obs_raw[78]",0.999996222956119,44935.7051505589,31360.4699744336
"132","obs_raw","obs_raw[79]",1.00004242940695,38353.1454249136,33492.3411573571
"133","obs_raw","obs_raw[80]",0.999964767693136,47517.9698339241,28947.6257058882
"134","obs_raw","obs_raw[81]",1.00011604474023,61217.0954624466,30073.4049250269
"135","obs_raw","obs_raw[82]",1.00013829760949,37397.6100885065,33538.0648271737
"136","obs_raw","obs_raw[83]",1.0000246319346,48718.7150826988,31162.9917674591
"137","obs_raw","obs_raw[84]",1.0001360339131,35720.9071799557,29327.0919757546
"138","obs_raw","obs_raw[85]",1.00008373530554,38468.4615050485,33102.0803145764
"139","obs_raw","obs_raw[86]",0.999970817754051,44284.9172532256,30485.7957679788
"140","obs_raw","obs_raw[87]",1.00027803604045,53553.5365501619,33251.5183555595
"141","obs_raw","obs_raw[88]",1.00011060258129,23914.007265909,29402.3837669755
"142","obs_raw","obs_raw[89]",1.00003702492106,37491.3911221709,29746.6806099136
"143","obs_raw","obs_raw[90]",1.00000860771497,37699.2340706548,28104.5487329922
"144","obs_raw","obs_raw[91]",1.00002166983514,47125.3493834411,33374.7939911653
"145","obs_raw","obs_raw[92]",1.00006293587004,37277.3646648119,31309.5239191359
"146","obs_raw","obs_raw[93]",1.0001399524155,31193.0871443161,32261.1329627431
